"outcome","aggr_level","sex","grouping","year","count_n_patients","rate_n_patients","mean3y_count_n_patients","mean3y_rate_n_patients"
"m1","kom","female","Faxe","2013",819,7381,827,7529
"m1","kom","female","Faxe","2014",852,7555,831,7461
"m1","kom","female","Faxe","2015",859,7575,843,7501
"m1","kom","female","Faxe","2016",846,7384,852,7504
"m1","kom","female","Fredensborg","2007",869,7663,NA,NA
"m1","kom","female","Fredensborg","2008",878,7605,NA,NA
"m1","kom","female","Fredensborg","2009",852,7185,866,7481
"m1","kom","female","Fredensborg","2010",853,7098,861,7294
"m1","kom","female","Fredensborg","2011",850,6986,852,7087
"m1","kom","female","Fredensborg","2012",861,6918,855,6995
"m1","kom","female","Fredensborg","2013",848,6760,853,6887
"m1","kom","female","Fredensborg","2014",911,7148,873,6945
"m1","kom","female","Fredensborg","2015",854,6600,871,6827
"m1","kom","female","Fredensborg","2016",863,6521,876,6746
"m1","kom","female","Fredericia","2007",1223,8433,NA,NA
"m1","kom","female","Fredericia","2008",1251,8540,NA,NA
"m1","kom","female","Fredericia","2009",1198,8124,1224,8361
"m1","kom","female","Fredericia","2010",1231,8265,1227,8308
"m1","kom","female","Fredericia","2011",1177,7867,1202,8088
"m1","kom","female","Fredericia","2012",1159,7662,1189,7928
"m1","kom","female","Fredericia","2013",1111,7254,1149,7590
"m1","kom","female","Fredericia","2014",1179,7659,1150,7519
"m1","kom","female","Fredericia","2015",1099,7078,1130,7325
"m1","kom","female","Fredericia","2016",1095,7004,1124,7245
"m1","kom","female","Frederiksberg","2007",2269,7485,NA,NA
"m1","kom","female","Frederiksberg","2008",2312,7664,NA,NA
"m1","kom","female","Frederiksberg","2009",2255,7425,2279,7524
"m1","kom","female","Frederiksberg","2010",2249,7402,2272,7495
"m1","kom","female","Frederiksberg","2011",2128,7059,2211,7296
"m1","kom","female","Frederiksberg","2012",2105,6933,2161,7139
"m1","kom","female","Frederiksberg","2013",2143,7114,2125,7038
"m1","kom","female","Frederiksberg","2014",2148,7099,2132,7050
"m1","kom","female","Frederiksberg","2015",2094,6849,2128,7018
"m1","kom","female","Frederiksberg","2016",2087,6816,2110,6918
"m1","kom","female","Frederikshavn","2007",1666,8231,NA,NA
"m1","kom","female","Frederikshavn","2008",1648,8058,NA,NA
"m1","kom","female","Frederikshavn","2009",1631,7884,1648,8052
"m1","kom","female","Frederikshavn","2010",1524,7328,1601,7750
"m1","kom","female","Frederikshavn","2011",1622,7814,1592,7676
"m1","kom","female","Frederikshavn","2012",1559,7472,1568,7537
"m1","kom","female","Frederikshavn","2013",1554,7395,1578,7559
"m1","kom","female","Frederikshavn","2014",1576,7483,1563,7446
"m1","kom","female","Frederikshavn","2015",1544,7299,1558,7390
"m1","kom","female","Frederikshavn","2016",1561,7389,1560,7389
"m1","kom","female","Frederikssund","2007",1052,8438,NA,NA
"m1","kom","female","Frederikssund","2008",1104,8672,NA,NA
"m1","kom","female","Frederikssund","2009",1050,8042,1069,8379
"m1","kom","female","Frederikssund","2010",1053,7992,1069,8230
"m1","kom","female","Frederikssund","2011",1069,7912,1057,7980
"m1","kom","female","Frederikssund","2012",1040,7537,1054,7808
"m1","kom","female","Frederikssund","2013",1080,7700,1063,7716
"m1","kom","female","Frederikssund","2014",1080,7558,1067,7600
"m1","kom","female","Frederikssund","2015",1031,7115,1064,7451
"m1","kom","female","Frederikssund","2016",1018,6952,1043,7205
"m1","kom","female","Furesø","2007",840,7461,NA,NA
"m1","kom","female","Furesø","2008",841,7344,NA,NA
"m1","kom","female","Furesø","2009",834,7119,838,7301
"m1","kom","female","Furesø","2010",811,6750,829,7071
"m1","kom","female","Furesø","2011",836,6893,827,6920
"m1","kom","female","Furesø","2012",868,7075,838,6906
"m1","kom","female","Furesø","2013",845,6729,850,6896
"m1","kom","female","Furesø","2014",890,7035,868,6945
"m1","kom","female","Furesø","2015",893,6882,876,6885
"m1","kom","female","Furesø","2016",899,6762,894,6888
"m1","kom","female","Gentofte","2007",1854,7383,NA,NA
"m1","kom","female","Gentofte","2008",1843,7367,NA,NA
"m1","kom","female","Gentofte","2009",1790,7166,1829,7306
"m1","kom","female","Gentofte","2010",1739,6958,1791,7157
"m1","kom","female","Gentofte","2011",1711,6886,1747,7004
"m1","kom","female","Gentofte","2012",1701,6812,1717,6891
"m1","kom","female","Gentofte","2013",1711,6780,1708,6827
"m1","kom","female","Gentofte","2014",1670,6603,1694,6727
"m1","kom","female","Gentofte","2015",1685,6596,1689,6658
"m1","kom","female","Gentofte","2016",1683,6615,1679,6603
"m1","kom","female","Gladsaxe","2007",1480,7419,NA,NA
"m1","kom","female","Gladsaxe","2008",1472,7413,NA,NA
"m1","kom","female","Gladsaxe","2009",1441,7241,1464,7358
"m1","kom","female","Gladsaxe","2010",1420,7101,1444,7250
"m1","kom","female","Gladsaxe","2011",1450,7278,1437,7206
"m1","kom","female","Gladsaxe","2012",1448,7259,1439,7211
"m1","kom","female","Gladsaxe","2013",1405,6974,1434,7171
"m1","kom","female","Gladsaxe","2014",1463,7196,1439,7144
"m1","kom","female","Gladsaxe","2015",1425,6940,1431,7037
"m1","kom","female","Gladsaxe","2016",1394,6764,1427,6966
"m1","kom","female","Glostrup","2007",488,7158,NA,NA
"m1","kom","female","Glostrup","2008",480,7073,NA,NA
"m1","kom","female","Glostrup","2009",484,7032,484,7079
"m1","kom","female","Glostrup","2010",463,6663,476,6922
"m1","kom","female","Glostrup","2011",505,7274,484,6995
"m1","kom","female","Glostrup","2012",524,7430,497,7126
"m1","kom","female","Glostrup","2013",528,7414,519,7377
"m1","kom","female","Glostrup","2014",556,7764,536,7535
"m1","kom","female","Glostrup","2015",542,7517,542,7567
"m1","kom","female","Glostrup","2016",531,7393,543,7560
"m1","kom","female","Greve","2007",1023,8017,NA,NA
"m1","kom","female","Greve","2008",1071,8163,NA,NA
"m1","kom","female","Greve","2009",977,7360,1024,7843
"m1","kom","female","Greve","2010",1044,7562,1031,7683
"m1","kom","female","Greve","2011",1070,7541,1030,7491
"m1","kom","female","Greve","2012",1050,7259,1055,7452
"m1","kom","female","Greve","2013",1041,7225,1054,7339
"m1","kom","female","Greve","2014",1120,7573,1070,7348
"m1","kom","female","Greve","2015",1063,7033,1075,7273
"m1","kom","female","Greve","2016",1079,7019,1087,7209
"m1","kom","female","Gribskov","2007",861,7172,NA,NA
"m1","kom","female","Gribskov","2008",961,7785,NA,NA
"m1","kom","female","Gribskov","2009",924,7309,915,7424
"m1","kom","female","Gribskov","2010",925,7239,937,7440
"m1","kom","female","Gribskov","2011",918,7051,922,7202
"m1","kom","female","Gribskov","2012",893,6751,912,7011
"m1","kom","female","Gribskov","2013",910,6697,907,6827
"m1","kom","female","Gribskov","2014",925,6631,909,6697
"m1","kom","female","Gribskov","2015",880,6298,905,6541
"m1","kom","female","Gribskov","2016",876,6200,894,6366
"m1","kom","female","Guldborgsund","2007",1727,7932,NA,NA
"m1","kom","female","Guldborgsund","2008",1717,7873,NA,NA
"m1","kom","female","Guldborgsund","2009",1609,7378,1684,7726
"m1","kom","female","Guldborgsund","2010",1538,7023,1621,7424
"m1","kom","female","Guldborgsund","2011",1603,7361,1583,7251
"m1","kom","female","Guldborgsund","2012",1516,6961,1552,7116
"m1","kom","female","Guldborgsund","2013",1454,6700,1524,7006
"m1","kom","female","Guldborgsund","2014",1453,6677,1474,6776
"m1","kom","female","Guldborgsund","2015",1384,6295,1430,6558
"m1","kom","female","Guldborgsund","2016",1467,6691,1435,6554
"m1","kom","female","Haderslev","2007",1368,8140,NA,NA
"m1","kom","female","Haderslev","2008",1371,8089,NA,NA
"m1","kom","female","Haderslev","2009",1361,7924,1367,8048
"m1","kom","female","Haderslev","2010",1345,7812,1359,7938
"m1","kom","female","Haderslev","2011",1358,7900,1355,7876
"m1","kom","female","Haderslev","2012",1329,7638,1344,7779
"m1","kom","female","Haderslev","2013",1336,7601,1341,7709
"m1","kom","female","Haderslev","2014",1366,7686,1344,7637
"m1","kom","female","Haderslev","2015",1264,7032,1322,7439
"m1","kom","female","Haderslev","2016",1332,7349,1321,7356
"m1","kom","female","Halsnæs","2007",777,8397,NA,NA
"m1","kom","female","Halsnæs","2008",755,7999,NA,NA
"m1","kom","female","Halsnæs","2009",781,8028,771,8136
"m1","kom","female","Halsnæs","2010",727,7416,754,7813
"m1","kom","female","Halsnæs","2011",723,7268,744,7572
"m1","kom","female","Halsnæs","2012",720,7176,723,7288
"m1","kom","female","Halsnæs","2013",701,6931,715,7119
"m1","kom","female","Halsnæs","2014",679,6660,700,6922
"m1","kom","female","Halsnæs","2015",690,6628,690,6745
"m1","kom","female","Halsnæs","2016",671,6466,680,6572
"m1","kom","female","Hedensted","2007",1115,8848,NA,NA
"m1","kom","female","Hedensted","2008",1133,8894,NA,NA
"m1","kom","female","Hedensted","2009",1103,8526,1117,8753
"m1","kom","female","Hedensted","2010",1075,8187,1104,8530
"m1","kom","female","Hedensted","2011",1112,8363,1097,8357
"m1","kom","female","Hedensted","2012",1140,8406,1109,8318
"m1","kom","female","Hedensted","2013",1064,7728,1105,8160
"m1","kom","female","Hedensted","2014",1115,8049,1106,8059
"m1","kom","female","Hedensted","2015",1059,7533,1079,7771
"m1","kom","female","Hedensted","2016",1011,7106,1062,7557
"m1","kom","female","Helsingør","2007",1601,8339,NA,NA
"m1","kom","female","Helsingør","2008",1657,8571,NA,NA
"m1","kom","female","Helsingør","2009",1614,8280,1624,8395
"m1","kom","female","Helsingør","2010",1556,7894,1609,8245
"m1","kom","female","Helsingør","2011",1560,7774,1577,7982
"m1","kom","female","Helsingør","2012",1560,7728,1559,7794
"m1","kom","female","Helsingør","2013",1602,7806,1574,7766
"m1","kom","female","Helsingør","2014",1611,7744,1591,7759
"m1","kom","female","Helsingør","2015",1543,7313,1585,7622
"m1","kom","female","Helsingør","2016",1562,7338,1572,7463
"m1","kom","female","Herlev","2007",691,7996,NA,NA
"m1","kom","female","Herlev","2008",693,8025,NA,NA
"m1","kom","female","Herlev","2009",662,7654,682,7891
"m1","kom","female","Herlev","2010",657,7556,671,7747
"m1","kom","female","Herlev","2011",647,7417,655,7541
"m1","kom","female","Herlev","2012",626,7168,643,7380
"m1","kom","female","Herlev","2013",646,7362,640,7321
"m1","kom","female","Herlev","2014",626,7022,633,7187
"m1","kom","female","Herlev","2015",630,6945,634,7105
"m1","kom","female","Herlev","2016",653,7175,636,7050
"m1","kom","female","Herning","2007",1993,8809,NA,NA
"m1","kom","female","Herning","2008",2037,8863,NA,NA
"m1","kom","female","Herning","2009",2064,8889,2031,8853
"m1","kom","female","Herning","2010",2020,8570,2040,8771
"m1","kom","female","Herning","2011",2035,8546,2040,8667
"m1","kom","female","Herning","2012",2060,8489,2038,8534
"m1","kom","female","Herning","2013",2069,8354,2055,8458
"m1","kom","female","Herning","2014",2107,8433,2079,8424
"m1","kom","female","Herning","2015",2068,8161,2081,8314
"m1","kom","female","Herning","2016",1993,7802,2056,8130
"m1","kom","female","Hillerød","2007",927,7081,NA,NA
"m1","kom","female","Hillerød","2008",992,7431,NA,NA
"m1","kom","female","Hillerød","2009",1019,7421,979,7317
"m1","kom","female","Hillerød","2010",994,7139,1002,7331
"m1","kom","female","Hillerød","2011",1008,7116,1007,7218
"m1","kom","female","Hillerød","2012",985,6882,996,7042
"m1","kom","female","Hillerød","2013",1007,6893,1000,6961
"m1","kom","female","Hillerød","2014",1028,6919,1007,6895
"m1","kom","female","Hillerød","2015",946,6291,994,6696
"m1","kom","female","Hillerød","2016",1002,6634,992,6609
"m1","kom","female","Hjørring","2007",1452,7038,NA,NA
"m1","kom","female","Hjørring","2008",1536,7394,NA,NA
"m1","kom","female","Hjørring","2009",1494,7104,1494,7177
"m1","kom","female","Hjørring","2010",1473,6970,1501,7154
"m1","kom","female","Hjørring","2011",1456,6876,1474,6986
"m1","kom","female","Hjørring","2012",1405,6654,1445,6835
"m1","kom","female","Hjørring","2013",1410,6663,1424,6728
"m1","kom","female","Hjørring","2014",1451,6858,1422,6724
"m1","kom","female","Hjørring","2015",1474,6915,1445,6810
"m1","kom","female","Hjørring","2016",1373,6375,1433,6715
"m1","kom","female","Holbæk","2007",1660,8554,NA,NA
"m1","kom","female","Holbæk","2008",1658,8406,NA,NA
"m1","kom","female","Holbæk","2009",1672,8328,1663,8427
"m1","kom","female","Holbæk","2010",1689,8299,1673,8342
"m1","kom","female","Holbæk","2011",1674,8097,1678,8241
"m1","kom","female","Holbæk","2012",1584,7564,1649,7985
"m1","kom","female","Holbæk","2013",1587,7463,1615,7701
"m1","kom","female","Holbæk","2014",1628,7556,1600,7525
"m1","kom","female","Holbæk","2015",1643,7595,1619,7539
"m1","kom","female","Holbæk","2016",1566,7118,1612,7418
"m1","kom","female","Holstebro","2007",1275,8183,NA,NA
"m1","kom","female","Holstebro","2008",1276,8081,NA,NA
"m1","kom","female","Holstebro","2009",1279,8007,1277,8086
"m1","kom","female","Holstebro","2010",1332,8248,1296,8111
"m1","kom","female","Holstebro","2011",1279,7816,1297,8023
"m1","kom","female","Holstebro","2012",1331,8075,1314,8050
"m1","kom","female","Holstebro","2013",1329,7964,1313,7951
"m1","kom","female","Holstebro","2014",1314,7761,1325,7930
"m1","kom","female","Holstebro","2015",1322,7714,1322,7812
"m1","kom","female","Holstebro","2016",1318,7624,1318,7699
"m1","kom","female","Horsens","2007",2019,9228,NA,NA
"m1","kom","female","Horsens","2008",2001,9020,NA,NA
"m1","kom","female","Horsens","2009",1919,8554,1980,8931
"m1","kom","female","Horsens","2010",1961,8553,1960,8707
"m1","kom","female","Horsens","2011",1953,8428,1944,8515
"m1","kom","female","Horsens","2012",1927,8201,1947,8394
"m1","kom","female","Horsens","2013",1877,7829,1919,8146
"m1","kom","female","Horsens","2014",1868,7655,1891,7889
"m1","kom","female","Horsens","2015",1924,7789,1890,7756
"m1","kom","female","Horsens","2016",1889,7541,1894,7664
"m1","kom","female","Hvidovre","2007",1090,7335,NA,NA
"m1","kom","female","Hvidovre","2008",1057,7108,NA,NA
"m1","kom","female","Hvidovre","2009",1092,7297,1080,7248
"m1","kom","female","Hvidovre","2010",1060,7039,1070,7152
"m1","kom","female","Hvidovre","2011",1038,6839,1063,7060
"m1","kom","female","Hvidovre","2012",1061,6982,1053,6949
"m1","kom","female","Hvidovre","2013",966,6256,1022,6692
"m1","kom","female","Hvidovre","2014",982,6308,1003,6510
"m1","kom","female","Hvidovre","2015",979,6239,976,6270
"m1","kom","female","Hvidovre","2016",994,6280,985,6280
"m1","kom","female","Høje Taastrup","2007",967,8120,NA,NA
"m1","kom","female","Høje Taastrup","2008",947,7726,NA,NA
"m1","kom","female","Høje Taastrup","2009",966,7779,960,7870
"m1","kom","female","Høje Taastrup","2010",945,7458,953,7656
"m1","kom","female","Høje Taastrup","2011",962,7496,958,7576
"m1","kom","female","Høje Taastrup","2012",970,7425,959,7459
"m1","kom","female","Høje Taastrup","2013",953,7169,962,7362
"m1","kom","female","Høje Taastrup","2014",983,7292,969,7292
"m1","kom","female","Høje Taastrup","2015",955,6985,964,7144
"m1","kom","female","Høje Taastrup","2016",939,6761,959,7007
"m1","kom","female","Hørsholm","2007",742,8355,NA,NA
"m1","kom","female","Hørsholm","2008",718,7996,NA,NA
"m1","kom","female","Hørsholm","2009",755,8399,738,8243
"m1","kom","female","Hørsholm","2010",681,7371,718,7916
"m1","kom","female","Hørsholm","2011",723,7827,720,7865
"m1","kom","female","Hørsholm","2012",731,7952,712,7710
"m1","kom","female","Hørsholm","2013",744,7867,733,7873
"m1","kom","female","Hørsholm","2014",683,7080,719,7630
"m1","kom","female","Hørsholm","2015",692,7249,706,7397
"m1","kom","female","Hørsholm","2016",643,6496,673,6939
"m1","kom","female","Ikast-Brande","2007",960,8897,NA,NA
"m1","kom","female","Ikast-Brande","2008",989,8983,NA,NA
"m1","kom","female","Ikast-Brande","2009",957,8557,969,8811
"m1","kom","female","Ikast-Brande","2010",932,8226,959,8578
"m1","kom","female","Ikast-Brande","2011",966,8395,952,8381
"m1","kom","female","Ikast-Brande","2012",1025,8842,974,8485
"m1","kom","female","Ikast-Brande","2013",1037,8863,1009,8700
"m1","kom","female","Ikast-Brande","2014",1044,8826,1035,8840
"m1","kom","female","Ikast-Brande","2015",940,7870,1007,8512
"m1","kom","female","Ikast-Brande","2016",964,7954,983,8203
"m1","kom","female","Ishøj","2007",380,8556,NA,NA
"m1","kom","female","Ishøj","2008",371,7956,NA,NA
"m1","kom","female","Ishøj","2009",373,7811,375,8084
"m1","kom","female","Ishøj","2010",405,8236,383,7986
"m1","kom","female","Ishøj","2011",432,8680,403,8242
"m1","kom","female","Ishøj","2012",413,8225,417,8384
"m1","kom","female","Ishøj","2013",398,7694,414,8189
"m1","kom","female","Ishøj","2014",410,7684,407,7861
"m1","kom","female","Ishøj","2015",416,7599,408,7667
"m1","kom","female","Ishøj","2016",384,6902,403,7383
"m1","kom","female","Jammerbugt","2007",942,8189,NA,NA
"m1","kom","female","Jammerbugt","2008",970,8283,NA,NA
"m1","kom","female","Jammerbugt","2009",921,7769,944,8072
"m1","kom","female","Jammerbugt","2010",891,7443,927,7830
"m1","kom","female","Jammerbugt","2011",904,7572,905,7592
"m1","kom","female","Jammerbugt","2012",880,7344,892,7450
"m1","kom","female","Jammerbugt","2013",821,6836,868,7247
"m1","kom","female","Jammerbugt","2014",824,6751,842,6969
"m1","kom","female","Jammerbugt","2015",811,6546,819,6711
"m1","kom","female","Jammerbugt","2016",771,6189,802,6487
"m1","kom","female","Kalundborg","2007",1114,7418,NA,NA
"m1","kom","female","Kalundborg","2008",1127,7455,NA,NA
"m1","kom","female","Kalundborg","2009",1126,7417,1122,7430
"m1","kom","female","Kalundborg","2010",1187,7731,1147,7532
"m1","kom","female","Kalundborg","2011",1169,7617,1161,7580
"m1","kom","female","Kalundborg","2012",1143,7350,1166,7567
"m1","kom","female","Kalundborg","2013",1108,7121,1140,7362
"m1","kom","female","Kalundborg","2014",1103,7004,1118,7157
"m1","kom","female","Kalundborg","2015",1084,6792,1098,6972
"m1","kom","female","Kalundborg","2016",1093,6816,1093,6866
"m1","kom","female","Kerteminde","2007",556,7847,NA,NA
"m1","kom","female","Kerteminde","2008",629,8693,NA,NA
"m1","kom","female","Kerteminde","2009",576,7819,587,8116
"m1","kom","female","Kerteminde","2010",577,7746,594,8076
"m1","kom","female","Kerteminde","2011",595,7818,583,7785
"m1","kom","female","Kerteminde","2012",581,7488,584,7684
"m1","kom","female","Kerteminde","2013",536,6782,571,7363
"m1","kom","female","Kerteminde","2014",589,7405,569,7221
"m1","kom","female","Kerteminde","2015",570,7090,565,7090
"m1","kom","female","Kerteminde","2016",580,7148,580,7208
"m1","kom","female","Kolding","2007",2031,8492,NA,NA
"m1","kom","female","Kolding","2008",2043,8415,NA,NA
"m1","kom","female","Kolding","2009",2062,8365,2045,8424
"m1","kom","female","Kolding","2010",1971,7891,2025,8218
"m1","kom","female","Kolding","2011",1986,7867,2006,8039
"m1","kom","female","Kolding","2012",2018,7852,1992,7868
"m1","kom","female","Kolding","2013",1988,7657,1997,7790
"m1","kom","female","Kolding","2014",1977,7505,1994,7670
"m1","kom","female","Kolding","2015",1980,7455,1982,7537
"m1","kom","female","Kolding","2016",1909,7120,1955,7362
"m1","kom","female","København","2007",8995,7353,NA,NA
"m1","kom","female","København","2008",9208,7583,NA,NA
